Gene_ID,Gene_Annotation ,Expression_values,Gene_length,Unique_gene_reads,Total_gene_reads,RPKM
g4546.t1,Not Available,141,1941,141,389,10.0127
g4547.t1,gpcr -type,3551,1785,3551,9766,273.3416
g4548.t1,Not Available,0,267,0,0,0.0000
g4549.t1,tap domain-containing protein,18,1542,18,26,0.8424
g455.t1,glycine-rich protein,1839,1113,1839,3313,148.7146
g4550.t1,Not Available,0,561,0,4,0.3562
g4551.t1,"hypothetical protein MYCTH_2071098, partial [Myceliophthora thermophila ATCC 42464]",30,831,30,30,1.8036
g4552.t1,Not Available,0,1998,0,0,0.0000
g4553.t1,3-hydroxyacyl- dehyrogenase,0,1842,0,0,0.0000
g4554.t1,cytochrome b5,8,1431,8,10,0.3491
g4555.t1,cytochrome p450,7,1656,7,7,0.2112
g4556.t1,c6 transcription,101,3045,101,104,1.7064
g4557.t1,riboflavin transporter mch5,1244,1647,1244,2145,65.0670
g4558.t1,Not Available,2,876,2,10,0.5703
g4559.t1,Not Available,2006,1041,2006,5080,243.8037
g456.t1,eukaryotic aspartyl protease,877,4320,877,1204,13.9242
g4560.t1,methyltransferase domain-containing protein,1860,636,1860,6522,512.3314
g4561.t1,nucleoside-diphosphate-sugar epimerase,355,1047,355,355,16.9398
g4562.t1,cutinase transcription factor 1 alpha,149,2268,149,154,3.3924
g4563.t1,Not Available,0,555,0,0,0.0000
g4564.t1,hypothetical protein GLRG_08987 [Glomerella graminicola M1.001],10,807,10,10,0.6191
g4565.t1,fad-dependent pyridine nucleotide-disulfide oxidoreductase,16,1794,16,16,0.4456
g4566.t1,general amino acid,0,1338,0,0,0.0000
g4567.t1,c6 transcription factor,1307,2217,1307,1307,29.4535
g4568.t1,delta-1-pyrroline-5-carboxylate dehydrogenase,0,1671,0,0,0.0000
g4569.t1,amino acid,0,1503,0,0,0.0000
g457.t1,nadph-dependent fmn fad containing,67,1857,67,79,2.1254
g4570.t1,prib protein,6,2124,6,6,0.1411
g4571.t1,short-chain dehydrogenase reductase family,0,765,0,0,0.0000
g4572.t1,Not Available,0,372,0,0,0.0000
g4573.t1,alpha beta hydrolase fold protein,2,774,2,2,0.1291
g4574.t1,fungal specific transcription factor,1650,2919,1650,1650,28.2408
g4575.t1,hypothetical protein GLRG_09301 [Glomerella graminicola M1.001],115,744,115,250,16.7878
g4576.t1,Not Available,112,681,112,252,18.4876
g4577.t1,predicted protein [Chaetomium globosum CBS 148.51],252,1641,252,271,8.2506
g4578.t1,Not Available,0,330,0,0,0.0000
g4579.t1,Not Available,0,597,0,0,0.0000
g458.t1,Not Available,130,1023,130,288,14.0651
g4580.t1,ankyrin and het domain protein,108,2004,108,121,3.0166
g4581.t1,major facilitator superfamily transporter,105,2058,105,112,2.7189
g4582.t1,hippurate hydrolase,28,561,28,100,8.9056
g4583.t1,Not Available,0,571,0,4,0.3500
g4584.t1,outer mitochondrial membrane protein porin,10277,852,10277,17016,997.8038
g4585.t1,domain-containing protein,656,1443,656,1056,36.5616
g4586.t1,m protein repeat protein,391,2403,391,1086,22.5789
g4587.t1,Not Available,107,1455,107,392,13.4602
g4588.t1,u3 small nucleolar ribonucleoprotein protein imp4,340,5430,340,1085,9.9829
g4589.t1,glycoside hydrolase family 47 protein,145,1746,145,245,7.0105
g459.t1,Not Available,61,1164,61,72,3.0903
g4590.t1,mitochondrial outer membrane 72k protein,433,3051,433,1596,26.1347
g4591.t1,Not Available,0,714,0,2,0.1399
g4592.t1,atp-dependent helicase nam7,495,3297,495,1144,17.3354
g4593.t1,Not Available,140,3156,140,345,5.4615
g4594.t1,c2h2 transcription factor,195,1050,195,904,43.0137
g4595.t1,Not Available,37,1068,37,152,7.1105
g4596.t1,major facilitator superfamily transporter,332,1650,332,572,17.3197
g4597.t1,Not Available,160,1713,160,280,8.1663
g4598.t1,Not Available,7,1323,7,21,0.7930
g4599.t1,cell division control protein,436,4251,436,678,7.9683
g46.t1,gpi anchored,19,834,19,35,2.0967
g460.t1,Not Available,18,624,18,18,1.4412
g4600.t1,Not Available,25,1884,25,34,0.9016
g4601.t1,Not Available,31,777,31,68,4.3724
g4602.t1,hypothetical protein CH063_11455 [Colletotrichum higginsianum],699,4230,699,1209,14.2795
g4603.t1,dihydrofolate synthetase fol3,248,1326,248,386,14.5436
g4604.t1,duf218 domain-containing protein,158,747,158,272,18.1918
g4605.t1,Not Available,13,828,13,32,1.9308
g4606.t1,ice2 family protein,641,1290,641,818,31.6804
g4607.t1,Not Available,0,582,0,1,0.0858
g4608.t1,hypothetical protein MGG_15084 [Magnaporthe oryzae 70-15],34,456,34,34,3.7251
g4609.t1,Not Available,465,1614,465,878,27.1780
g461.t1,f-box and wd domain-containing protein,782,5301,782,1825,17.2002
g4610.t1,dihydroceramide delta -desaturase,1203,1797,1203,2252,62.6106
g4611.t1,msp domain-containing protein,1464,888,1464,1865,104.9284
g4612.t1,dna-binding protein,271,939,271,576,30.6467
g4613.t1,Not Available,88,951,88,172,9.0360
g4614.t1,60s acidic ribosomal protein p1,1289,330,1289,1289,195.1490
g4615.t1,dimeric alpha-beta barrel,1610,1557,1610,2535,81.3423
g4616.t1,hypothetical protein GLRG_07474 [Glomerella graminicola M1.001],2097,2295,2097,3582,77.9777
g4617.t1,peroxisomal-coenzyme a synthetase,2603,2583,2603,4181,80.8692
g4618.t1,Not Available,205,699,205,404,28.8756
g4619.t1,g-patch domain containing protein,4551,2655,4551,10053,189.1727
g462.t1,conserved hypothetical protein [Verticillium albo-atrum VaMs.102],1115,2070,1115,2250,54.3050
g4620.t1,gpi-anchored cell wall organization protein ecm33,6999,1176,6999,26055,1106.9067
g4621.t1,gpd superfamily base excision dna repair protein,82,1089,82,233,10.6894
g4622.t1,Not Available,52,1002,52,143,7.1301
g4623.t1,saccharopine dehydrogenase,302,1104,302,801,36.2486
g4624.t1,ORF1 [Yarrowia lipolytica],415,1317,415,975,36.9867
g4625.t1,mannan polymerase ii complex anp1 subunit,528,1206,528,696,28.8330
g4626.t1,predicted protein [Paracoccidioides brasiliensis Pb01],5,957,5,7,0.3654
g4627.t1,ubiquinol-cytochrome c reductase-like protein,3337,825,3337,3337,202.0829
g4628.t1,3-oxoacyl-(acyl-carrier-protein) reductase 1,155,849,155,558,32.8363
g4629.t1,Not Available,4,882,4,17,0.9630
g463.t1,Not Available,189,2457,189,605,12.3020
g4630.t1,duf1715 domain-containing protein,50,510,50,80,7.8369
g4631.t1,nadh-ubiquinone oxidoreductase,14,948,14,344,18.1291
g4632.t1,Not Available,269,2268,269,2844,62.6490
g4633.t1,merozoite capping protein-1,229,699,229,754,53.8916
g4634.t1,mitochondrial carrier protein,325,1347,325,583,21.6236
g4635.t1,Not Available,264,657,264,402,30.5695
g4636.t1,n-terminal acetyltransferase a complex catalytic subunit ard1,168,723,168,182,12.5765
g4637.t1,ring finger domain-containing protein,6288,2517,6288,6453,128.0872
g4638.t1,translation regulator gcd7,414,1314,414,659,25.0563
g4639.t1,Not Available,0,720,0,2,0.1388
g464.t1,adenylyl cyclase-associated protein,69,2067,69,82,1.9820
g4640.t1,Not Available,858,1539,858,1039,33.7291
g4641.t1,nuclear envelope morphology protein,1849,1521,1849,2196,72.1324
g4642.t1,duf1761-domain-containing protein,1968,453,1968,2372,261.6036
g4643.t1,h aca ribonucleoprotein complex subunit 2,222,1440,222,386,13.3922
g4644.t1,prohibitin phb1,1287,3498,1287,2114,30.1934
g4645.t1,rna exonuclease,7452,3216,7452,10596,164.6088
g4646.t1,Not Available,0,723,0,0,0.0000
g4647.t1,dihydrodipicolinate synthase,59,1257,59,60,2.3848
g4648.t1,Not Available,0,375,0,0,0.0000
g4649.t1,Not Available,3,1182,3,8,0.3381
g465.t1,trichothecene c-8 acyl transferase,23,1395,23,30,1.0744
g4650.t1,zip zinc transporter,363,1209,363,702,29.0094
g4651.t1,Not Available,59,1071,59,210,9.7962
g4652.t1,gpi-anchored cell wall beta- -endoglucanase,220,1266,220,619,24.4278
g4653.t1,tuberous sclerosis 1,1631,2931,1631,1819,31.0059
g4654.t1,Not Available,0,507,0,3,0.2956
g4655.t1,Not Available,1675,771,1675,2467,159.8608
g4656.t1,family protein,16692,882,16692,23757,1345.7063
g4657.t1,Not Available,48,804,48,187,11.6202
g4658.t1,mitochondrial carrier protein leu5,722,2979,722,1791,30.0367
g4659.t1,mt-a70 family,374,3930,374,668,8.4920
g466.t1,c6 zinc finger domain-containing protein,390,2076,390,390,9.3857
g4660.t1,origin recognition complex subunit 4,113,3291,113,158,2.3986
g4661.t1,hgh1 protein,184,2499,184,327,6.5375
g4662.t1,rrna processing protein,129,1473,129,222,7.5297
g4663.t1,cdc73-domain-containing protein,1,675,1,1,0.0740
g4664.t1,Not Available,1,516,1,1,0.0968
g4665.t1,monodehydroascorbate reductase,7035,1773,7035,8526,240.2503
g4666.t1,Not Available,64,1287,64,85,3.2996
g4667.t1,hypothetical protein TRIATDRAFT_148783 [Trichoderma atroviride IMI 206040],300,1170,300,345,14.7320
g4668.t1,hypothetical protein GLRG_09185 [Glomerella graminicola M1.001],136,783,136,185,11.8042
g4669.t1,cytochrome c oxidase family protein,7332,3618,7332,8224,113.5643
g467.t1,Not Available,10,312,10,10,1.6013
g4670.t1,mitochondrial large ribosomal subunit,389,1851,389,478,12.9018
g4671.t1,Not Available,42,504,42,42,4.1634
g4672.t1,Not Available,15,2109,15,26,0.6159
g4673.t1,pre-mrna splicing factor,380,3324,380,573,8.6123
g4674.t1,Not Available,7,2112,7,7,0.1656
g4675.t1,Not Available,0,231,0,0,0.0000
g4676.t1,Not Available,0,1257,0,0,0.0000
g4677.t1,Not Available,1,1467,1,3,0.1022
g4678.t1,glycoside hydrolase family 6 protein,44,1524,44,87,2.8521
g4679.t1,Not Available,0,279,0,0,0.0000
g468.t1,Not Available,24,1677,24,38,1.1321
g4680.t1,Not Available,147,6099,147,354,2.8998
g4681.t1,translational activator gcn1,1352,8019,1352,2887,17.9868
g4682.t1,Not Available,1,3234,1,3,0.0463
g4683.t1,pre-mrna-splicing factor atp-dependent rna helicase prp22,247,7563,247,750,4.9544
g4684.t1,dehydrogenase-like protein,34,1107,34,99,4.4680
g4685.t1,l-rhamnonate dehydratase,38,1365,38,213,7.7960
g4686.t1,Not Available,45,2607,45,121,2.3188
g4687.t1,c6 transcription,216,2733,216,492,8.9940
g4688.t1,Not Available,401,1431,401,925,32.2946
g4689.t1,g-protein beta subunit,1636,951,1636,4877,256.2120
g469.t1,Not Available,7,540,7,8,0.7402
g4690.t1,bromodomain associated domain-containing protein,832,1461,832,861,29.4429
g4691.t1,Not Available,105,993,105,110,5.5344
g4692.t1,isochorismatase family protein family,873,2808,873,2155,38.3422
g4693.t1,Not Available,0,1986,0,0,0.0000
g4694.t1,Not Available,85,1302,85,134,5.1419
g4695.t1,serine hydroxymethyltransferase,3460,1740,3460,5211,149.6233
g4696.t1,60s ribosomal protein l19,3896,690,3896,10854,785.9013
g4697.t1,rossmann-fold nad (+)-binding protein,546,3282,546,1078,16.4100
g4698.t1,dolichyl-diphosphooligosaccharide-protein glycotransferase,872,993,872,1414,71.1422
g4699.t1,Not Available,0,1191,0,5,0.2097
g47.t1,hypothetical protein TRIATDRAFT_297885 [Trichoderma atroviride IMI 206040],1010,606,1010,1010,83.2676
g470.t1,haloacid dehalogenase-like hydrolase,21,762,21,58,3.8028
g4700.t1,ribosomal rna large subunit methyltransferase j,151,1440,151,226,7.8410
g4701.t1,60s ribosomal protein l18,3501,822,3501,6256,380.2351
g4702.t1,actin-bundling protein,4896,2121,4896,7312,172.2355
g4703.t1,Not Available,2,1221,2,5,0.2046
g4704.t1,mboat family protein,459,2922,459,510,8.7200
g4705.t1,rna-binding domain-containing protein,2642,2913,2642,2896,49.6690
g4706.t1,ddhd domain-containing protein,1334,5067,1334,1883,18.5664
g4707.t1,solute carrier family 25 member 42,300,1005,300,715,35.5441
g4708.t1,ring finger-like protein,116,732,116,136,9.2823
g4709.t1,Not Available,0,864,0,1,0.0578
g471.t1,Not Available,54,1968,54,543,13.7848
g4710.t1,dna-directed rna polymerase iii subunit rpc1,791,4380,791,2081,23.7370
g4711.t1,secretin receptor,43,3222,43,136,2.1088
g4712.t1,duf159 domain-containing protein,164,1251,164,164,6.5496
g4713.t1,protein,522,2886,522,522,9.0365
g4714.t1,Not Available,25,777,25,45,2.8935
g4715.t1,alkaline phosphatase,177,1557,177,260,8.3428
g4716.t1,dna-directed rna polymerase ii subunit rpb2,4863,6720,4863,6848,50.9122
g4717.t1,Not Available,0,990,0,0,0.0000
g4718.t1,Not Available,0,1179,0,0,0.0000
g4719.t1,cytochrome c oxidase assembly protein,656,324,656,672,103.6219
g472.t1,gtp binding,18,3804,18,124,1.6286
g4720.t1,duf1716 domain-containing protein,632,2028,632,881,21.7038
g4721.t1,gtp-binding protein guf1,489,2058,489,642,15.5854
g4722.t1,Not Available,0,696,0,1,0.0718
g4723.t1,Not Available,6,324,6,11,1.6962
g4724.t1,mit domain-containing protein,1639,2721,1639,1639,30.0938
g4725.t1,hypothetical protein FOXB_01113 [Fusarium oxysporum Fo5176],34,3192,34,42,0.6574
g4726.t1,Not Available,1,591,1,2,0.1691
g4727.t1,Not Available,9,693,9,20,1.4419
g4728.t1,hypothetical protein MAA_04296 [Metarhizium anisopliae ARSEF 23],462,1512,462,742,24.5177
g4729.t1,mrna cleavage and polyadenylation specificity factor complex subunit,603,2160,603,821,18.9896
g473.t1,mitotic control protein dis3,388,3234,388,994,15.3558
g4730.t1,Not Available,0,861,0,2,0.1161
g4731.t1,protein,323,219,323,323,73.6861
g4732.t1,transcriptional regulatory protein,882,2379,882,1240,26.0408
g4733.t1,Not Available,2,1029,2,4,0.1942
g4734.t1,nucleolar protein 12,172,1596,172,234,7.3250
g4735.t1,tubulin alpha chain,1257,2949,1257,2495,42.2691
g4736.t1,uncharacterized protein LOC100382917 [Zea mays],278,1353,278,775,28.6175
g4737.t1,Not Available,52,1260,52,248,9.8335
g4738.t1,brix domain-containing protein,137,2097,137,477,11.3644
g4739.t1,c6 zinc finger protein,286,1551,286,463,14.9141
g474.t1,chromatin structure-remodeling complex protein rsc7,1364,1737,1364,2057,59.1646
g4740.t1,predicted protein [Nectria haematococca mpVI 77-13-4],450,3846,450,3941,51.1946
g4741.t1,cystathionine gamma-lyase,0,1248,0,24,0.9608
g4742.t1,Not Available,0,684,0,3,0.2191
g4743.t1,Not Available,62,438,62,62,7.0720
g4744.t1,protein family upf0592,1298,3579,1298,2247,31.3667
g4745.t1,Not Available,0,1002,0,1,0.0499
g4746.t1,Not Available,10,1557,10,18,0.5776
g4747.t1,glutaredoxin domain-containing protein,100,735,100,161,10.9437
g4748.t1,streptomycin biosynthesis protein,555,2343,555,917,19.5535
g4749.t1,Not Available,0,360,0,1,0.1388
g475.t1,Not Available,0,798,0,0,0.0000
g4750.t1,Not Available,31,927,31,43,2.3175
g4751.t1,rna exonuclease,391,2472,391,648,13.0965
g4752.t1,Not Available,0,369,0,2,0.2708
g4753.t1,sucrose transport protein,145,1674,145,208,6.2078
g4754.t1,Not Available,20,660,20,29,2.1952
g4755.t1,domain-containing protein,807,6225,807,1236,9.9199
g4756.t1,Not Available,0,1305,0,1,0.0383
g4757.t1,Not Available,0,852,0,0,0.0000
g4758.t1,Not Available,31,594,31,42,3.5326
g4759.t1,telomerase reverse transcriptase,238,4848,238,333,3.4317
g476.t1,Not Available,143,645,143,224,17.3506
g4760.t1,Not Available,0,258,0,0,0.0000
g4761.t1,hypothetical protein CH063_08734 [Colletotrichum higginsianum],316,2643,316,522,9.8674
g4762.t1,Not Available,329,2346,329,744,15.8443
g4763.t1,actin binding protein,1230,2385,1230,2759,57.7950
g4764.t1,Not Available,345,711,345,491,34.5016
g4765.t1,monothiol glutaredoxin-5,200,759,200,285,18.7599
g4766.t1,fungal specific transcription factor domain-containing protein,2596,4197,2596,2858,34.0213
g4767.t1,insig domain-containing protein,4805,2796,4805,5534,98.8847
g4768.t1,Not Available,1487,549,1487,2384,216.9508
g4769.t1,antigenic cell wall,2118,528,2118,3529,333.9220
g477.t1,Not Available,0,411,0,1,0.1216
g4770.t1,Not Available,31,1704,31,117,3.4304
g4771.t1,60s ribosome biogenesis protein,35,1581,35,140,4.4241
g4772.t1,serine threonine-protein kinase ppk30,1112,3060,1112,1584,25.8619
g4773.t1,Not Available,0,828,0,3,0.1810
g4774.t1,Not Available,125,1413,125,136,4.8087
g4775.t1,f-box lrr repeat containing protein 2,241,2055,241,548,13.3228
g4776.t1,Not Available,20,1515,20,51,1.6818
g4777.t1,Not Available,3,390,3,3,0.3843
g4778.t1,arylsulfatase precursor,9,1695,9,9,0.2653
g4779.t1,wd repeat domain-containing protein,361,6438,361,629,4.8812
g478.t1,cbf nf-y family transcription factor,199,822,199,257,15.6203
g4780.t1,serine threonine-protein kinase ppk6,606,4692,606,1087,11.5744
g4781.t1,rrna-processing protein efg1,129,1641,129,254,7.7331
g4782.t1,Not Available,60,489,60,113,11.5451
g4783.t1,trna 2 -phosphotransferase,1105,1665,1105,1522,45.6696
g4784.t1,rrna-processing protein efg1,2223,966,2223,3530,182.5681
g4785.t1,Not Available,360,1491,360,558,18.6975
g4786.t1,lpxtg-motif cell wall anchor domain,613,4614,613,1006,10.8930
g4787.t1,Not Available,0,264,0,2,0.3785
g4788.t1,Not Available,6,1281,6,16,0.6240
g4789.t1,Not Available,23,417,23,23,2.7556
g479.t1,Not Available,0,285,0,1,0.1753
g4790.t1,Not Available,33,849,33,53,3.1189
g4791.t1,phospholipid metabolism enzyme regulator,622,2556,622,1258,24.5894
g4792.t1,Not Available,0,954,0,2,0.1047
g4793.t1,pre-mrna-splicing factor,826,2832,826,953,16.8123
g4794.t1,Not Available,0,555,0,1,0.0900
g4795.t1,calcofluor white hypersensitive protein,3961,1434,3961,4439,154.6547
g4796.t1,meiotically up-regulated 65 protein,881,1395,881,1922,68.8345
g4797.t1,Not Available,39,3738,39,174,2.3256
g4798.t1,pentatricopeptide repeat domain-containing protein,93,2478,93,489,9.8590
g4799.t1,Not Available,982,1569,982,1604,51.0750
g48.t1,nad-dependent 15-hydroxyprostaglandin dehydrogenase,896,975,896,1079,55.2897
g480.t1,uncharacterized protein LOC100382945 [Zea mays],2256,1167,2256,4571,195.6895
g4800.t1,protein phosphatase 2c,4743,1329,4743,8349,313.8606
g4801.t1,Not Available,654,1290,654,2900,112.3144
g4802.t1,delta-aminolevulinic acid dehydratase,1501,1173,1501,7144,304.2781
g4803.t1,predicted protein [Trichoderma reesei QM6a],11,1878,11,11,0.2926
g4804.t1,amidohydrolase 3,37,1704,37,81,2.3749
g4805.t1,Not Available,101,2844,101,269,4.7255
g4806.t1,kelch domain-containing protein,366,1614,366,1174,36.3406
g4807.t1,Not Available,0,282,0,0,0.0000
g4808.t1,nadh-ubiquinone oxidoreductase 24 kda subunit,2581,1152,2581,3263,141.5115
g4809.t1,Not Available,6,492,6,7,0.7108
g481.t1,14-3-3 protein,2480,819,2480,6209,378.7608
g4810.t1,transcription factor c2h2,1442,2319,1442,1952,42.0539
g4811.t1,Not Available,0,783,0,1,0.0638
g4812.t1,Not Available,180,651,180,265,20.3372
g4813.t1,Not Available,8,624,8,8,0.6405
g4814.t1,Not Available,24,573,24,24,2.0926
g4815.t1,c2h2 finger domain,1936,1518,1936,4053,133.3927
g4816.t1,Not Available,0,936,0,1,0.0534
g4817.t1,Not Available,86,1401,86,260,9.2718
g4818.t1,Not Available,97,4032,97,210,2.6021
g4819.t1,nuclear pore complex subunit nup133,995,5436,995,2009,18.4641
g482.t1,triacylglycerol lipase fgl2,559,1140,559,651,28.5301
g4820.t1,homoserine kinase,297,2022,297,761,18.8032
g4821.t1,nuclear transport factor 2,2725,267,2725,2725,509.8971
g4822.t1,Not Available,611,960,611,2398,124.7973
g4823.t1,60s ribosomal protein l8,2713,3324,2713,5209,78.2926
g4824.t1,histone acetyltransferase,688,5175,688,1010,9.7508
g4825.t1,Not Available,16,1008,16,54,2.6765
g4826.t1,cytosolic fe-s cluster assembling factor nbp35,163,957,163,221,11.5374
g4827.t1,Not Available,106,846,106,149,8.7992
g4828.t1,tudor domain,157,870,157,274,15.7347
g4829.t1,dipeptidyl peptidase iii,2720,6216,2720,4210,33.8375
g483.t1,Not Available,50,582,50,68,5.8373
g4830.t1,hypothetical protein MAA_06182 [Metarhizium anisopliae ARSEF 23],437,2619,437,629,11.9989
g4831.t1,Not Available,4,1206,4,5,0.2071
g4832.t1,"hypothetical protein TRIATDRAFT_164041, partial [Trichoderma atroviride IMI 206040]",585,1686,585,770,22.8171
g4833.t1,duf636 domain protein,650,1458,650,1079,36.9736
g4834.t1,Not Available,434,621,434,708,56.9599
g4835.t1,dna-binding wrky domain-containing protein,7,1629,7,7,0.2147
g4836.t1,upc2 protein,241,3486,241,303,4.3425
g4837.t1,tannase and feruloyl esterase,4,1596,4,4,0.1252
g4838.t1,Not Available,2,789,2,7,0.4432
g4839.t1,Not Available,8,588,8,20,1.6993
g484.t1,hypothetical protein NFIA_108230 [Neosartorya fischeri NRRL 181],1439,738,1439,1439,97.4163
g4840.t1,rrna methylase,28,1653,28,56,1.6926
g4841.t1,chromodomain-helicase-dna-binding protein,274,6150,274,338,2.7458
